"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 16","98.21","99.55","99.63","95.24","-","-1.41%"
"Mar 16","94.59","98.18","98.58","94.32","-","-3.69%"
"Apr 16","93.08","94.64","95.20","93.01","-","-1.60%"
"May 16","95.89","93.02","95.97","91.92","-","3.02%"
"Jun 16","96.14","95.81","96.70","93.02","-","0.26%"
"Jul 16","95.53","95.89","97.57","95.34","-","-0.63%"
"Aug 16","96.02","95.59","96.52","94.08","-","0.51%"
"Sep 16","95.46","95.98","96.33","94.47","-","-0.58%"
"Oct 16","98.44","95.54","99.12","95.46","-","3.12%"
"Nov 16","101.50","98.39","102.05","95.89","-","3.11%"
"Dec 16","102.21","101.52","103.65","99.43","-","0.70%"
"Jan 17","99.51","102.38","103.82","99.43","-","-2.64%"
"Feb 17","101.12","99.56","101.76","99.23","-","1.62%"
"Mar 17","100.35","101.43","102.26","98.86","-","-0.76%"
"Apr 17","99.05","100.50","101.34","98.69","-","-1.30%"
"May 17","96.92","98.93","99.89","96.80","-","-2.15%"
"Jun 17","95.63","96.99","97.87","95.47","-","-1.33%"
"Jul 17","92.86","95.65","96.51","92.78","-","-2.90%"
"Aug 17","92.67","92.89","94.14","91.62","-","-0.20%"
"Sep 17","93.08","92.61","93.67","91.01","-","0.44%"
"Oct 17","94.55","93.22","95.15","92.75","-","1.58%"
"Nov 17","93.05","94.55","95.15","92.50","-","-1.59%"
"Dec 17","92.12","93.03","94.22","92.08","-","-1.00%"
"Jan 18","89.13","92.24","92.64","88.44","-","-3.25%"
"Feb 18","90.61","89.04","90.70","88.25","-","1.66%"
"Mar 18","89.97","90.67","90.93","88.94","-","-0.71%"
"Apr 18","91.84","89.97","91.99","89.23","-","2.08%"
"May 18","93.98","91.81","95.03","91.80","-","2.33%"
"Jun 18","94.64","93.95","95.53","93.19","-","0.70%"
"Jul 18","94.49","94.63","95.65","93.71","-","-0.16%"
"Aug 18","95.14","94.56","96.98","94.43","-","0.69%"
"Sep 18","95.13","95.19","95.74","93.81","-","-0.01%"
"Oct 18","97.13","95.11","97.20","94.79","-","2.10%"
"Nov 18","97.27","97.08","97.69","95.68","-","0.14%"
"Dec 18","96.17","97.13","97.71","96.00","-","-1.13%"
"Jan 19","95.58","96.15","96.96","95.03","-","-0.61%"
"Feb 19","96.16","95.55","97.37","95.40","-","0.61%"
"Mar 19","97.28","96.22","97.71","95.74","-","1.16%"
"Apr 19","97.48","97.18","98.33","96.75","-","0.21%"
"May 19","97.75","97.53","98.37","97.03","-","0.28%"
"Jun 19","96.13","97.64","97.80","95.84","-","-1.66%"
"Jul 19","98.52","96.25","98.68","96.25","-","2.49%"
"Aug 19","98.92","98.59","99.02","97.03","-","0.41%"
"Sep 19","99.38","98.83","99.46","97.86","-","0.47%"
"Oct 19","97.35","99.40","99.67","97.14","-","-2.04%"
"Nov 19","98.27","97.30","98.54","97.11","-","0.95%"
"Dec 19","96.39","98.27","98.38","96.36","-","-1.91%"
"Jan 20","97.39","96.50","98.19","96.39","-","1.04%"
"Feb 20","98.13","97.37","99.91","97.37","-","0.76%"
"Mar 20","99.05","98.12","102.99","94.65","-","0.94%"
"Apr 20","99.02","99.01","100.93","98.81","-","-0.03%"
"May 20","98.34","99.13","100.56","97.94","-","-0.69%"
"Jun 20","97.39","98.30","98.32","95.72","-","-0.97%"
"Jul 20","93.35","97.39","97.62","92.55","-","-4.15%"
"Aug 20","92.14","93.45","93.99","91.99","-","-1.30%"
"Sep 20","93.89","92.18","94.74","91.75","-","1.90%"
"Oct 20","94.04","93.80","94.10","92.47","-","0.16%"
"Nov 20","91.87","93.89","94.30","91.51","-","-2.31%"
"Dec 20","89.94","91.94","91.94","89.52","-","-2.10%"
"Jan 21","90.58","89.93","90.95","89.21","-","0.71%"
"Feb 21","90.88","90.53","91.60","89.68","-","0.33%"
"Mar 21","93.23","90.93","93.44","90.63","-","2.59%"
"Apr 21","91.28","93.22","93.34","90.42","-","-2.09%"
"May 21","90.03","91.30","91.44","89.53","-","-1.37%"
"Jun 21","92.44","89.81","92.45","89.66","-","2.67%"
"Jul 21","92.17","92.35","93.19","91.78","-","-0.28%"
"Aug 21","92.63","92.09","93.73","91.82","-","0.49%"
"Sep 21","94.23","92.66","94.50","91.95","-","1.73%"
"Oct 21","94.12","94.31","94.56","93.28","-","-0.11%"
"Nov 21","95.99","94.13","96.94","93.82","-","1.99%"
"Dec 21","95.97","95.94","96.91","95.57","-","-0.03%"
"Jan 22","96.54","95.67","97.44","94.63","-","0.60%"
"Feb 22","96.71","96.70","97.74","95.14","-","0.17%"
"Mar 22","98.32","96.76","99.42","96.63","-","1.67%"
"Apr 22","99.80","98.33","100.19","98.31","-","1.50%"
